event_id,user_id,session_id,event_type,product_id,query_text,duration_ms,created_at,page,product_type
EVT_000225,US_023,SSN_US_023_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-02T11:44:29Z,products_list,LAPTOP
EVT_000226,US_023,SSN_US_023_03,purchase,5,,14091,2026-04-02T11:47:25Z,checkout_success,LAPTOP
EVT_000227,US_023,SSN_US_023_01,paginate,,,3004,2026-04-02T11:51:01Z,products_list,LAPTOP
EVT_000228,US_023,SSN_US_023_02,view,8,,48465,2026-04-02T11:54:29Z,product_detail,LAPTOP
EVT_000229,US_023,SSN_US_023_03,add_to_cart,14,,7488,2026-04-02T11:56:30Z,cart,LAPTOP
EVT_000230,US_023,SSN_US_023_01,remove_from_cart,5,,3440,2026-04-02T11:59:11Z,cart,LAPTOP
EVT_000231,US_024,SSN_US_024_01,add_to_cart,14,,4162,2026-04-03T08:56:00Z,cart,LAPTOP
EVT_000232,US_024,SSN_US_024_01,view,8,,31901,2026-04-03T08:56:56Z,product_detail,LAPTOP
EVT_000233,US_024,SSN_US_024_01,search,,laptop gaming rtx,,2026-04-03T08:58:36Z,products_list,LAPTOP
EVT_000234,US_024,SSN_US_024_01,filter,,filter: purpose=gaming,,2026-04-03T09:00:13Z,products_list,LAPTOP
EVT_000235,US_024,SSN_US_024_01,purchase,10,,8526,2026-04-03T09:04:08Z,checkout_success,LAPTOP
EVT_000236,US_024,SSN_US_024_01,remove_from_cart,1,,5032,2026-04-03T09:06:40Z,cart,LAPTOP
EVT_000237,US_024,SSN_US_024_01,paginate,,,1150,2026-04-03T09:07:38Z,products_list,LAPTOP
EVT_000238,US_024,SSN_US_024_01,chat,12,Màn hình có đẹp để làm thiết kế không?,,2026-04-03T09:08:49Z,chat_widget,LAPTOP
EVT_000239,US_024,SSN_US_024_01,sort,,sort: newest,,2026-04-03T09:11:04Z,products_list,LAPTOP
EVT_000240,US_024,SSN_US_024_01,checkout_start,,,5937,2026-04-03T09:14:28Z,checkout,LAPTOP
EVT_000241,US_025,SSN_US_025_01,purchase,8,,13068,2026-04-21T22:31:00Z,checkout_success,LAPTOP
EVT_000242,US_025,SSN_US_025_02,remove_from_cart,6,,4285,2026-04-21T22:33:25Z,cart,LAPTOP
EVT_000243,US_025,SSN_US_025_01,paginate,,,3054,2026-04-21T22:36:45Z,products_list,LAPTOP
EVT_000244,US_025,SSN_US_025_02,add_to_cart,6,,7257,2026-04-21T22:38:19Z,cart,LAPTOP
EVT_000245,US_025,SSN_US_025_01,sort,,sort: price_desc,,2026-04-21T22:40:25Z,products_list,LAPTOP
EVT_000246,US_025,SSN_US_025_02,chat,5,Pin dùng văn phòng được bao lâu?,,2026-04-21T22:41:53Z,chat_widget,LAPTOP
EVT_000247,US_025,SSN_US_025_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-21T22:42:33Z,products_list,LAPTOP
EVT_000248,US_025,SSN_US_025_02,view,6,,25835,2026-04-21T22:43:32Z,product_detail,LAPTOP
EVT_000249,US_025,SSN_US_025_01,search,,laptop AI ryzen,,2026-04-21T22:46:52Z,products_list,LAPTOP
EVT_000250,US_025,SSN_US_025_02,checkout_start,,,5033,2026-04-21T22:50:17Z,checkout,LAPTOP
EVT_000251,US_026,SSN_US_026_01,checkout_start,,,6952,2026-04-16T08:46:00Z,checkout,LAPTOP
EVT_000252,US_026,SSN_US_026_01,remove_from_cart,12,,5175,2026-04-16T08:46:13Z,cart,LAPTOP
EVT_000253,US_026,SSN_US_026_01,sort,,sort: price_desc,,2026-04-16T08:46:55Z,products_list,LAPTOP
EVT_000254,US_026,SSN_US_026_01,add_to_cart,1,,6033,2026-04-16T08:47:16Z,cart,LAPTOP
EVT_000255,US_026,SSN_US_026_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-16T08:48:40Z,products_list,LAPTOP
EVT_000256,US_026,SSN_US_026_01,view,11,,74915,2026-04-16T08:49:22Z,product_detail,LAPTOP
EVT_000257,US_026,SSN_US_026_01,search,,laptop văn phòng dưới 15tr,,2026-04-16T08:52:44Z,products_list,LAPTOP
EVT_000258,US_026,SSN_US_026_01,paginate,,,850,2026-04-16T08:53:20Z,products_list,LAPTOP
EVT_000259,US_026,SSN_US_026_01,purchase,5,,11690,2026-04-16T08:55:56Z,checkout_success,LAPTOP
EVT_000260,US_026,SSN_US_026_01,chat,8,Máy có nóng khi chạy lâu không?,,2026-04-16T08:58:08Z,chat_widget,LAPTOP
EVT_000261,US_027,SSN_US_027_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-09T15:07:00Z,products_list,LAPTOP
EVT_000262,US_027,SSN_US_027_01,sort,,sort: price_asc,,2026-04-09T15:08:13Z,products_list,LAPTOP
EVT_000263,US_027,SSN_US_027_01,add_to_cart,13,,4909,2026-04-09T15:10:45Z,cart,LAPTOP
EVT_000264,US_027,SSN_US_027_01,chat,10,Con này có nâng cấp RAM/SSD được không?,,2026-04-09T15:13:30Z,chat_widget,LAPTOP
EVT_000265,US_027,SSN_US_027_01,purchase,13,,12561,2026-04-09T15:14:37Z,checkout_success,LAPTOP
EVT_000266,US_027,SSN_US_027_01,paginate,,,2645,2026-04-09T15:16:24Z,products_list,LAPTOP
EVT_000267,US_027,SSN_US_027_01,search,,laptop gaming rtx,,2026-04-09T15:18:27Z,products_list,LAPTOP
EVT_000268,US_027,SSN_US_027_01,checkout_start,,,11642,2026-04-09T15:22:17Z,checkout,LAPTOP
EVT_000269,US_027,SSN_US_027_01,remove_from_cart,5,,5458,2026-04-09T15:24:16Z,cart,LAPTOP
EVT_000270,US_027,SSN_US_027_01,view,1,,57952,2026-04-09T15:27:04Z,product_detail,LAPTOP
EVT_000271,US_028,SSN_US_028_01,add_to_cart,7,,5190,2026-04-07T20:13:00Z,cart,LAPTOP
EVT_000272,US_028,SSN_US_028_01,checkout_start,,,11729,2026-04-07T20:16:06Z,checkout,LAPTOP
EVT_000273,US_028,SSN_US_028_01,sort,,sort: price_desc,,2026-04-07T20:18:16Z,products_list,LAPTOP
EVT_000274,US_028,SSN_US_028_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-07T20:18:34Z,products_list,LAPTOP
EVT_000275,US_028,SSN_US_028_01,chat,12,Máy có nóng khi chạy lâu không?,,2026-04-07T20:19:57Z,chat_widget,LAPTOP
EVT_000276,US_028,SSN_US_028_01,remove_from_cart,14,,4519,2026-04-07T20:23:06Z,cart,LAPTOP
EVT_000277,US_028,SSN_US_028_01,purchase,11,,7824,2026-04-07T20:23:34Z,checkout_success,LAPTOP
EVT_000278,US_028,SSN_US_028_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-07T20:24:51Z,products_list,LAPTOP
EVT_000279,US_028,SSN_US_028_01,view,11,,70684,2026-04-07T20:27:31Z,product_detail,LAPTOP
EVT_000280,US_028,SSN_US_028_01,paginate,,,2541,2026-04-07T20:28:31Z,products_list,LAPTOP
EVT_000281,US_029,SSN_US_029_01,sort,,sort: price_desc,,2026-04-08T20:09:00Z,products_list,LAPTOP
EVT_000282,US_029,SSN_US_029_02,remove_from_cart,5,,4097,2026-04-08T20:12:06Z,cart,LAPTOP
EVT_000283,US_029,SSN_US_029_03,add_to_cart,9,,5923,2026-04-08T20:13:25Z,cart,LAPTOP
EVT_000284,US_029,SSN_US_029_01,chat,8,Máy này có phù hợp học IT + làm đồ hoạ không?,,2026-04-08T20:15:41Z,chat_widget,LAPTOP
EVT_000285,US_029,SSN_US_029_02,purchase,1,,11078,2026-04-08T20:18:24Z,checkout_success,LAPTOP
EVT_000286,US_029,SSN_US_029_03,checkout_start,,,7280,2026-04-08T20:21:42Z,checkout,LAPTOP
EVT_000287,US_029,SSN_US_029_01,search,,laptop gaming rtx,,2026-04-08T20:24:26Z,products_list,LAPTOP
EVT_000288,US_029,SSN_US_029_02,view,2,,33002,2026-04-08T20:24:42Z,product_detail,LAPTOP
EVT_000289,US_029,SSN_US_029_03,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-08T20:27:44Z,products_list,LAPTOP
EVT_000290,US_029,SSN_US_029_01,paginate,,,884,2026-04-08T20:30:24Z,products_list,LAPTOP
EVT_000291,US_030,SSN_US_030_01,search,,laptop đồ hoạ kỹ thuật 20 triệu,,2026-04-09T18:02:00Z,products_list,LAPTOP
EVT_000292,US_030,SSN_US_030_02,add_to_cart,6,,4845,2026-04-09T18:04:10Z,cart,LAPTOP
EVT_000293,US_030,SSN_US_030_03,remove_from_cart,6,,1656,2026-04-09T18:05:45Z,cart,LAPTOP
EVT_000294,US_030,SSN_US_030_01,sort,,sort: price_asc,,2026-04-09T18:09:34Z,products_list,LAPTOP
EVT_000295,US_030,SSN_US_030_02,paginate,,,2486,2026-04-09T18:11:08Z,products_list,LAPTOP
EVT_000296,US_030,SSN_US_030_03,view,8,,36888,2026-04-09T18:14:15Z,product_detail,LAPTOP
EVT_000297,US_030,SSN_US_030_01,chat,7,Con này có nâng cấp RAM/SSD được không?,,2026-04-09T18:17:14Z,chat_widget,LAPTOP
EVT_000298,US_030,SSN_US_030_02,purchase,8,,5442,2026-04-09T18:17:33Z,checkout_success,LAPTOP
EVT_000299,US_030,SSN_US_030_03,checkout_start,,,6135,2026-04-09T18:19:03Z,checkout,LAPTOP
EVT_000300,US_030,SSN_US_030_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-09T18:20:35Z,products_list,LAPTOP
EVT_000301,US_031,SSN_US_031_01,chat,11,Màn hình có đẹp để làm thiết kế không?,,2026-04-17T00:42:00Z,chat_widget,LAPTOP
EVT_000302,US_031,SSN_US_031_02,add_to_cart,1,,3167,2026-04-17T00:45:24Z,cart,LAPTOP
EVT_000303,US_031,SSN_US_031_01,sort,,sort: newest,,2026-04-17T00:46:42Z,products_list,LAPTOP
EVT_000304,US_031,SSN_US_031_02,filter,,filter: purpose=gaming,,2026-04-17T00:47:25Z,products_list,LAPTOP
EVT_000305,US_031,SSN_US_031_01,paginate,,,2785,2026-04-17T00:49:27Z,products_list,LAPTOP
EVT_000306,US_031,SSN_US_031_02,view,1,,59289,2026-04-17T00:50:08Z,product_detail,LAPTOP
EVT_000307,US_031,SSN_US_031_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-17T00:52:53Z,products_list,LAPTOP
EVT_000308,US_031,SSN_US_031_02,remove_from_cart,3,,3345,2026-04-17T00:56:04Z,cart,LAPTOP
EVT_000309,US_031,SSN_US_031_01,checkout_start,,,2224,2026-04-17T00:58:35Z,checkout,LAPTOP
EVT_000310,US_031,SSN_US_031_02,purchase,7,,5527,2026-04-17T01:01:06Z,checkout_success,LAPTOP
EVT_000311,US_032,SSN_US_032_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-15T03:41:00Z,products_list,LAPTOP
EVT_000312,US_032,SSN_US_032_01,remove_from_cart,9,,1984,2026-04-15T03:43:06Z,cart,LAPTOP
EVT_000313,US_032,SSN_US_032_01,view,4,,57280,2026-04-15T03:44:54Z,product_detail,LAPTOP
EVT_000314,US_032,SSN_US_032_01,sort,,sort: newest,,2026-04-15T03:47:14Z,products_list,LAPTOP
EVT_000315,US_032,SSN_US_032_01,chat,3,Máy này có phù hợp học IT + làm đồ hoạ không?,,2026-04-15T03:51:09Z,chat_widget,LAPTOP
EVT_000316,US_032,SSN_US_032_01,add_to_cart,13,,7971,2026-04-15T03:52:29Z,cart,LAPTOP
EVT_000317,US_032,SSN_US_032_01,purchase,7,,9568,2026-04-15T03:56:17Z,checkout_success,LAPTOP
EVT_000318,US_032,SSN_US_032_01,paginate,,,2879,2026-04-15T03:59:48Z,products_list,LAPTOP
EVT_000319,US_032,SSN_US_032_01,checkout_start,,,2042,2026-04-15T04:01:06Z,checkout,LAPTOP
EVT_000320,US_032,SSN_US_032_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-15T04:02:28Z,products_list,LAPTOP
EVT_000321,US_033,SSN_US_033_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-19T21:31:00Z,products_list,LAPTOP
EVT_000322,US_033,SSN_US_033_02,add_to_cart,4,,6184,2026-04-19T21:34:08Z,cart,LAPTOP
EVT_000323,US_033,SSN_US_033_03,view,4,,74099,2026-04-19T21:35:56Z,product_detail,LAPTOP
EVT_000324,US_033,SSN_US_033_01,sort,,sort: price_desc,,2026-04-19T21:39:24Z,products_list,LAPTOP
EVT_000325,US_033,SSN_US_033_02,paginate,,,2103,2026-04-19T21:39:45Z,products_list,LAPTOP
EVT_000326,US_033,SSN_US_033_03,remove_from_cart,8,,3923,2026-04-19T21:43:05Z,cart,LAPTOP
EVT_000327,US_033,SSN_US_033_01,chat,11,Pin dùng văn phòng được bao lâu?,,2026-04-19T21:44:53Z,chat_widget,LAPTOP
EVT_000328,US_033,SSN_US_033_02,purchase,1,,6068,2026-04-19T21:47:09Z,checkout_success,LAPTOP
EVT_000329,US_033,SSN_US_033_03,checkout_start,,,11669,2026-04-19T21:49:27Z,checkout,LAPTOP
EVT_000330,US_033,SSN_US_033_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-19T21:51:01Z,products_list,LAPTOP
EVT_000331,US_034,SSN_US_034_01,remove_from_cart,6,,5905,2026-04-04T16:58:00Z,cart,LAPTOP
EVT_000332,US_034,SSN_US_034_02,chat,7,Máy này có phù hợp học IT + làm đồ hoạ không?,,2026-04-04T17:01:07Z,chat_widget,LAPTOP
EVT_000333,US_034,SSN_US_034_01,paginate,,,2145,2026-04-04T17:04:55Z,products_list,LAPTOP
EVT_000334,US_034,SSN_US_034_02,purchase,11,,12742,2026-04-04T17:08:43Z,checkout_success,LAPTOP
EVT_000335,US_034,SSN_US_034_01,view,6,,59077,2026-04-04T17:10:30Z,product_detail,LAPTOP
EVT_000336,US_034,SSN_US_034_02,add_to_cart,15,,7721,2026-04-04T17:13:43Z,cart,LAPTOP
EVT_000337,US_034,SSN_US_034_01,sort,,sort: newest,,2026-04-04T17:15:57Z,products_list,LAPTOP
EVT_000338,US_034,SSN_US_034_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-04T17:16:16Z,products_list,LAPTOP
EVT_000339,US_034,SSN_US_034_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-04T17:16:43Z,products_list,LAPTOP
EVT_000340,US_034,SSN_US_034_02,checkout_start,,,6708,2026-04-04T17:19:34Z,checkout,LAPTOP
EVT_000341,US_035,SSN_US_035_01,remove_from_cart,5,,3736,2026-04-03T13:06:00Z,cart,LAPTOP
EVT_000342,US_035,SSN_US_035_02,sort,,sort: price_desc,,2026-04-03T13:07:45Z,products_list,LAPTOP
EVT_000343,US_035,SSN_US_035_03,chat,4,Con này có nâng cấp RAM/SSD được không?,,2026-04-03T13:08:32Z,chat_widget,LAPTOP
EVT_000344,US_035,SSN_US_035_01,paginate,,,3118,2026-04-03T13:10:27Z,products_list,LAPTOP
EVT_000345,US_035,SSN_US_035_02,search,,laptop mỏng nhẹ pin trâu,,2026-04-03T13:13:31Z,products_list,LAPTOP
EVT_000346,US_035,SSN_US_035_03,purchase,3,,5293,2026-04-03T13:14:24Z,checkout_success,LAPTOP
EVT_000347,US_035,SSN_US_035_01,add_to_cart,14,,4633,2026-04-03T13:17:10Z,cart,LAPTOP
EVT_000348,US_035,SSN_US_035_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-03T13:19:58Z,products_list,LAPTOP
EVT_000349,US_035,SSN_US_035_03,checkout_start,,,10153,2026-04-03T13:21:09Z,checkout,LAPTOP
EVT_000350,US_035,SSN_US_035_01,view,3,,33216,2026-04-03T13:23:48Z,product_detail,LAPTOP
EVT_000351,US_036,SSN_US_036_01,sort,,sort: newest,,2026-04-09T14:16:00Z,products_list,LAPTOP
EVT_000352,US_036,SSN_US_036_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-09T14:17:26Z,products_list,LAPTOP
EVT_000353,US_036,SSN_US_036_03,remove_from_cart,12,,2848,2026-04-09T14:19:24Z,cart,LAPTOP
EVT_000354,US_036,SSN_US_036_01,chat,14,Máy có nóng khi chạy lâu không?,,2026-04-09T14:21:30Z,chat_widget,LAPTOP
EVT_000355,US_036,SSN_US_036_02,view,7,,73924,2026-04-09T14:22:30Z,product_detail,LAPTOP
EVT_000356,US_036,SSN_US_036_03,purchase,2,,7886,2026-04-09T14:24:43Z,checkout_success,LAPTOP
EVT_000357,US_036,SSN_US_036_01,add_to_cart,10,,4440,2026-04-09T14:26:30Z,cart,LAPTOP
EVT_000358,US_036,SSN_US_036_02,paginate,,,2011,2026-04-09T14:29:07Z,products_list,LAPTOP
EVT_000359,US_036,SSN_US_036_03,checkout_start,,,6837,2026-04-09T14:32:16Z,checkout,LAPTOP
EVT_000360,US_036,SSN_US_036_01,search,,laptop 14 inch nhẹ,,2026-04-09T14:32:31Z,products_list,LAPTOP
EVT_000361,US_037,SSN_US_037_01,add_to_cart,10,,3553,2026-04-01T18:55:00Z,cart,LAPTOP
EVT_000362,US_037,SSN_US_037_02,sort,,sort: newest,,2026-04-01T18:58:03Z,products_list,LAPTOP
EVT_000363,US_037,SSN_US_037_01,chat,11,Pin dùng văn phòng được bao lâu?,,2026-04-01T19:01:29Z,chat_widget,LAPTOP
EVT_000364,US_037,SSN_US_037_02,filter,,filter: purpose=mỏng nhẹ,,2026-04-01T19:04:19Z,products_list,LAPTOP
EVT_000365,US_037,SSN_US_037_01,purchase,11,,4645,2026-04-01T19:07:09Z,checkout_success,LAPTOP
EVT_000366,US_037,SSN_US_037_02,view,13,,46889,2026-04-01T19:08:38Z,product_detail,LAPTOP
EVT_000367,US_037,SSN_US_037_01,remove_from_cart,10,,3788,2026-04-01T19:08:56Z,cart,LAPTOP
EVT_000368,US_037,SSN_US_037_02,paginate,,,1338,2026-04-01T19:12:13Z,products_list,LAPTOP
EVT_000369,US_037,SSN_US_037_01,checkout_start,,,6835,2026-04-01T19:12:46Z,checkout,LAPTOP
EVT_000370,US_037,SSN_US_037_02,search,,laptop 14 inch nhẹ,,2026-04-01T19:14:19Z,products_list,LAPTOP
EVT_000371,US_038,SSN_US_038_01,search,,laptop đồ hoạ kỹ thuật 20 triệu,,2026-04-07T04:50:00Z,products_list,LAPTOP
EVT_000372,US_038,SSN_US_038_01,checkout_start,,,3233,2026-04-07T04:52:09Z,checkout,LAPTOP
EVT_000373,US_038,SSN_US_038_01,chat,13,Pin dùng văn phòng được bao lâu?,,2026-04-07T04:52:55Z,chat_widget,LAPTOP
EVT_000374,US_038,SSN_US_038_01,sort,,sort: newest,,2026-04-07T04:56:45Z,products_list,LAPTOP
EVT_000375,US_038,SSN_US_038_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-07T05:00:00Z,products_list,LAPTOP
EVT_000376,US_038,SSN_US_038_01,view,14,,70729,2026-04-07T05:01:51Z,product_detail,LAPTOP
EVT_000377,US_038,SSN_US_038_01,remove_from_cart,6,,1539,2026-04-07T05:04:23Z,cart,LAPTOP
EVT_000378,US_038,SSN_US_038_01,paginate,,,2416,2026-04-07T05:07:55Z,products_list,LAPTOP
EVT_000379,US_038,SSN_US_038_01,add_to_cart,5,,5895,2026-04-07T05:08:08Z,cart,LAPTOP
EVT_000380,US_038,SSN_US_038_01,purchase,8,,10038,2026-04-07T05:08:49Z,checkout_success,LAPTOP
EVT_000381,US_039,SSN_US_039_01,purchase,11,,5035,2026-04-09T18:24:00Z,checkout_success,LAPTOP
EVT_000382,US_039,SSN_US_039_02,chat,14,Màn hình có đẹp để làm thiết kế không?,,2026-04-09T18:26:52Z,chat_widget,LAPTOP
EVT_000383,US_039,SSN_US_039_03,remove_from_cart,5,,4144,2026-04-09T18:30:01Z,cart,LAPTOP
EVT_000384,US_039,SSN_US_039_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-09T18:30:40Z,products_list,LAPTOP
EVT_000385,US_039,SSN_US_039_02,paginate,,,952,2026-04-09T18:31:01Z,products_list,LAPTOP
EVT_000386,US_039,SSN_US_039_03,search,,laptop văn phòng dưới 15tr,,2026-04-09T18:32:28Z,products_list,LAPTOP
EVT_000387,US_039,SSN_US_039_01,checkout_start,,,3592,2026-04-09T18:33:07Z,checkout,LAPTOP
EVT_000388,US_039,SSN_US_039_02,sort,,sort: newest,,2026-04-09T18:34:17Z,products_list,LAPTOP
EVT_000389,US_039,SSN_US_039_03,view,7,,47729,2026-04-09T18:35:01Z,product_detail,LAPTOP
EVT_000390,US_039,SSN_US_039_01,add_to_cart,11,,7587,2026-04-09T18:36:45Z,cart,LAPTOP
EVT_000391,US_040,SSN_US_040_01,chat,12,Máy có nóng khi chạy lâu không?,,2026-04-14T18:47:00Z,chat_widget,LAPTOP
EVT_000392,US_040,SSN_US_040_02,search,,laptop văn phòng dưới 15tr,,2026-04-14T18:48:05Z,products_list,LAPTOP
EVT_000393,US_040,SSN_US_040_03,checkout_start,,,5868,2026-04-14T18:50:08Z,checkout,LAPTOP
EVT_000394,US_040,SSN_US_040_01,add_to_cart,6,,2313,2026-04-14T18:53:56Z,cart,LAPTOP
EVT_000395,US_040,SSN_US_040_02,paginate,,,2304,2026-04-14T18:57:01Z,products_list,LAPTOP
EVT_000396,US_040,SSN_US_040_03,sort,,sort: newest,,2026-04-14T18:59:30Z,products_list,LAPTOP
EVT_000397,US_040,SSN_US_040_01,purchase,1,,10523,2026-04-14T19:01:11Z,checkout_success,LAPTOP
EVT_000398,US_040,SSN_US_040_02,view,4,,26005,2026-04-14T19:02:31Z,product_detail,LAPTOP
EVT_000399,US_040,SSN_US_040_03,remove_from_cart,14,,4525,2026-04-14T19:06:18Z,cart,LAPTOP
EVT_000400,US_040,SSN_US_040_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-14T19:06:51Z,products_list,LAPTOP
EVT_000401,US_041,SSN_US_041_01,purchase,10,,7538,2026-04-21T19:01:00Z,checkout_success,LAPTOP
EVT_000402,US_041,SSN_US_041_02,checkout_start,,,5817,2026-04-21T19:04:38Z,checkout,LAPTOP
EVT_000403,US_041,SSN_US_041_03,filter,,filter: purpose=mỏng nhẹ,,2026-04-21T19:06:12Z,products_list,LAPTOP
EVT_000404,US_041,SSN_US_041_01,chat,15,Con này có nâng cấp RAM/SSD được không?,,2026-04-21T19:09:43Z,chat_widget,LAPTOP
EVT_000405,US_041,SSN_US_041_02,remove_from_cart,5,,1985,2026-04-21T19:09:53Z,cart,LAPTOP
EVT_000406,US_041,SSN_US_041_03,paginate,,,3012,2026-04-21T19:10:36Z,products_list,LAPTOP
EVT_000407,US_041,SSN_US_041_01,view,13,,29435,2026-04-21T19:11:50Z,product_detail,LAPTOP
EVT_000408,US_041,SSN_US_041_02,sort,,sort: newest,,2026-04-21T19:12:28Z,products_list,LAPTOP
EVT_000409,US_041,SSN_US_041_03,add_to_cart,1,,2579,2026-04-21T19:16:19Z,cart,LAPTOP
EVT_000410,US_041,SSN_US_041_01,search,,laptop gaming rtx,,2026-04-21T19:16:32Z,products_list,LAPTOP
EVT_000411,US_042,SSN_US_042_01,remove_from_cart,8,,4472,2026-04-19T10:01:00Z,cart,LAPTOP
EVT_000412,US_042,SSN_US_042_01,purchase,6,,12408,2026-04-19T10:04:29Z,checkout_success,LAPTOP
EVT_000413,US_042,SSN_US_042_01,chat,2,Màn hình có đẹp để làm thiết kế không?,,2026-04-19T10:07:10Z,chat_widget,LAPTOP
EVT_000414,US_042,SSN_US_042_01,checkout_start,,,5629,2026-04-19T10:09:28Z,checkout,LAPTOP
EVT_000415,US_042,SSN_US_042_01,sort,,sort: price_asc,,2026-04-19T10:12:15Z,products_list,LAPTOP
EVT_000416,US_042,SSN_US_042_01,add_to_cart,13,,8944,2026-04-19T10:15:31Z,cart,LAPTOP
EVT_000417,US_042,SSN_US_042_01,view,11,,52173,2026-04-19T10:19:22Z,product_detail,LAPTOP
EVT_000418,US_042,SSN_US_042_01,search,,laptop văn phòng dưới 15tr,,2026-04-19T10:20:49Z,products_list,LAPTOP
EVT_000419,US_042,SSN_US_042_01,paginate,,,927,2026-04-19T10:23:43Z,products_list,LAPTOP
EVT_000420,US_042,SSN_US_042_01,filter,,filter: purpose=gaming,,2026-04-19T10:24:08Z,products_list,LAPTOP
EVT_000421,US_043,SSN_US_043_01,sort,,sort: price_desc,,2026-04-14T21:06:00Z,products_list,LAPTOP
EVT_000422,US_043,SSN_US_043_02,add_to_cart,11,,6295,2026-04-14T21:08:49Z,cart,LAPTOP
EVT_000423,US_043,SSN_US_043_01,remove_from_cart,12,,3463,2026-04-14T21:11:19Z,cart,LAPTOP
EVT_000424,US_043,SSN_US_043_02,purchase,10,,12692,2026-04-14T21:13:06Z,checkout_success,LAPTOP
EVT_000425,US_043,SSN_US_043_01,paginate,,,2658,2026-04-14T21:14:31Z,products_list,LAPTOP
EVT_000426,US_043,SSN_US_043_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-14T21:16:50Z,products_list,LAPTOP
EVT_000427,US_043,SSN_US_043_01,search,,laptop đồ hoạ kỹ thuật 20 triệu,,2026-04-14T21:18:50Z,products_list,LAPTOP
EVT_000428,US_043,SSN_US_043_02,view,12,,25498,2026-04-14T21:22:23Z,product_detail,LAPTOP
EVT_000429,US_043,SSN_US_043_01,chat,11,Con này có nâng cấp RAM/SSD được không?,,2026-04-14T21:26:11Z,chat_widget,LAPTOP
EVT_000430,US_043,SSN_US_043_02,checkout_start,,,5522,2026-04-14T21:29:25Z,checkout,LAPTOP
EVT_000431,US_044,SSN_US_044_01,chat,6,Pin dùng văn phòng được bao lâu?,,2026-04-08T13:21:00Z,chat_widget,LAPTOP
EVT_000432,US_044,SSN_US_044_02,paginate,,,2742,2026-04-08T13:24:05Z,products_list,LAPTOP
EVT_000433,US_044,SSN_US_044_01,view,2,,72511,2026-04-08T13:24:32Z,product_detail,LAPTOP
EVT_000434,US_044,SSN_US_044_02,sort,,sort: price_asc,,2026-04-08T13:25:03Z,products_list,LAPTOP
EVT_000435,US_044,SSN_US_044_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-08T13:27:03Z,products_list,LAPTOP
EVT_000436,US_044,SSN_US_044_02,search,,laptop 14 inch nhẹ,,2026-04-08T13:30:23Z,products_list,LAPTOP
EVT_000437,US_044,SSN_US_044_01,add_to_cart,13,,2565,2026-04-08T13:32:08Z,cart,LAPTOP
EVT_000438,US_044,SSN_US_044_02,purchase,1,,13608,2026-04-08T13:34:40Z,checkout_success,LAPTOP
EVT_000439,US_044,SSN_US_044_01,remove_from_cart,9,,3500,2026-04-08T13:37:13Z,cart,LAPTOP
EVT_000440,US_044,SSN_US_044_02,checkout_start,,,4002,2026-04-08T13:40:14Z,checkout,LAPTOP
EVT_000441,US_045,SSN_US_045_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-14T23:03:00Z,products_list,LAPTOP
EVT_000442,US_045,SSN_US_045_02,sort,,sort: price_asc,,2026-04-14T23:06:46Z,products_list,LAPTOP
EVT_000443,US_045,SSN_US_045_01,remove_from_cart,14,,5356,2026-04-14T23:08:25Z,cart,LAPTOP
EVT_000444,US_045,SSN_US_045_02,view,2,,67978,2026-04-14T23:10:09Z,product_detail,LAPTOP
EVT_000445,US_045,SSN_US_045_01,checkout_start,,,11406,2026-04-14T23:11:30Z,checkout,LAPTOP
EVT_000446,US_045,SSN_US_045_02,purchase,13,,11030,2026-04-14T23:12:37Z,checkout_success,LAPTOP
EVT_000447,US_045,SSN_US_045_01,search,,laptop AI ryzen,,2026-04-14T23:16:23Z,products_list,LAPTOP
EVT_000448,US_045,SSN_US_045_02,add_to_cart,14,,6593,2026-04-14T23:19:49Z,cart,LAPTOP
EVT_000449,US_045,SSN_US_045_01,chat,11,Con này có nâng cấp RAM/SSD được không?,,2026-04-14T23:22:36Z,chat_widget,LAPTOP
