event_id,user_id,session_id,event_type,product_id,query_text,duration_ms,created_at,page,product_type,time_since_prev_s,session_event_index,device,referrer,preferred_brand,preferred_budget,preferred_purpose,cart_size
EVT_000418,US_011,SSN_US_011_01,add_to_wishlist,7,,1422,2026-04-11T05:23:09Z,wishlist,LAPTOP,43,19,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000419,US_011,SSN_US_011_01,search,,laptop core ultra 7,,2026-04-11T05:25:41Z,products_list,LAPTOP,152,20,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000420,US_011,SSN_US_011_01,view,7,,22816,2026-04-11T05:26:06Z,product_detail,LAPTOP,25,21,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000421,US_011,SSN_US_011_01,add_to_wishlist,7,,2441,2026-04-11T05:28:46Z,wishlist,LAPTOP,160,22,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000422,US_011,SSN_US_011_01,search,,laptop 32gb ram,,2026-04-11T05:31:19Z,products_list,LAPTOP,153,23,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000423,US_011,SSN_US_011_01,view,7,,58915,2026-04-11T05:33:52Z,product_detail,LAPTOP,153,24,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000424,US_011,SSN_US_011_01,add_to_wishlist,7,,1896,2026-04-11T05:35:26Z,wishlist,LAPTOP,94,25,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000425,US_011,SSN_US_011_01,search,,laptop msi 25-30tr,,2026-04-11T05:38:27Z,products_list,LAPTOP,181,26,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000426,US_011,SSN_US_011_01,view,13,,52770,2026-04-11T05:39:08Z,product_detail,LAPTOP,41,27,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000427,US_011,SSN_US_011_01,add_to_wishlist,13,,1203,2026-04-11T05:41:03Z,wishlist,LAPTOP,115,28,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000428,US_011,SSN_US_011_01,search,,laptop ryzen ai 15-20tr,,2026-04-11T05:42:43Z,products_list,LAPTOP,100,29,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000429,US_011,SSN_US_011_01,view,13,,25498,2026-04-11T05:46:36Z,product_detail,LAPTOP,233,30,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000430,US_011,SSN_US_011_01,add_to_wishlist,13,,2346,2026-04-11T05:49:36Z,wishlist,LAPTOP,180,31,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000431,US_011,SSN_US_011_01,search,,laptop laptop AI lenovo 10-15tr,,2026-04-11T05:52:58Z,products_list,LAPTOP,202,32,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000432,US_011,SSN_US_011_01,view,9,,65240,2026-04-11T05:54:56Z,product_detail,LAPTOP,118,33,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000433,US_011,SSN_US_011_01,add_to_wishlist,9,,2372,2026-04-11T05:58:48Z,wishlist,LAPTOP,232,34,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000434,US_011,SSN_US_011_01,search,,laptop ryzen ai dưới 10tr,,2026-04-11T06:02:02Z,products_list,LAPTOP,194,35,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000435,US_011,SSN_US_011_01,view,7,,40212,2026-04-11T06:02:25Z,product_detail,LAPTOP,23,36,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000436,US_011,SSN_US_011_01,add_to_wishlist,7,,2294,2026-04-11T06:03:48Z,wishlist,LAPTOP,83,37,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000437,US_011,SSN_US_011_01,search,,laptop core i5 tầm 20tr,,2026-04-11T06:06:31Z,products_list,LAPTOP,163,38,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000438,US_011,SSN_US_011_01,view,7,,45968,2026-04-11T06:08:00Z,product_detail,LAPTOP,89,39,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000439,US_011,SSN_US_011_01,add_to_wishlist,7,,1240,2026-04-11T06:09:40Z,wishlist,LAPTOP,100,40,desktop,ads,Lenovo,10-15tr,laptop AI,0
EVT_000440,US_012,SSN_US_012_01,search,,laptop mỏng nhẹ hp 20-25tr,,2026-04-12T03:48:00Z,products_list,LAPTOP,0,1,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000441,US_012,SSN_US_012_01,filter,,filter: purpose=văn phòng,,2026-04-12T03:51:14Z,products_list,LAPTOP,194,2,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000442,US_012,SSN_US_012_01,view,10,,19897,2026-04-12T03:52:47Z,product_detail,LAPTOP,93,3,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000443,US_012,SSN_US_012_01,add_to_wishlist,10,,969,2026-04-12T03:56:15Z,wishlist,LAPTOP,208,4,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000444,US_012,SSN_US_012_01,search,,laptop hp dưới 10tr,,2026-04-12T03:58:50Z,products_list,LAPTOP,155,5,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000445,US_012,SSN_US_012_01,view,6,,18400,2026-04-12T04:01:32Z,product_detail,LAPTOP,162,6,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000446,US_012,SSN_US_012_01,add_to_wishlist,6,,971,2026-04-12T04:02:03Z,wishlist,LAPTOP,31,7,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000447,US_012,SSN_US_012_01,search,,laptop mỏng nhẹ hp 20-25tr,,2026-04-12T04:05:59Z,products_list,LAPTOP,236,8,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000448,US_012,SSN_US_012_01,view,10,,22560,2026-04-12T04:06:22Z,product_detail,LAPTOP,23,9,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000449,US_012,SSN_US_012_01,add_to_wishlist,10,,890,2026-04-12T04:07:11Z,wishlist,LAPTOP,49,10,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000450,US_012,SSN_US_012_01,search,,laptop mỏng nhẹ hp 20-25tr,,2026-04-12T04:08:01Z,products_list,LAPTOP,50,11,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000451,US_012,SSN_US_012_01,view,2,,66897,2026-04-12T04:11:24Z,product_detail,LAPTOP,203,12,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000452,US_012,SSN_US_012_01,add_to_wishlist,2,,1686,2026-04-12T04:14:12Z,wishlist,LAPTOP,168,13,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000453,US_012,SSN_US_012_01,search,,laptop core i5 tầm 20tr,,2026-04-12T04:14:34Z,products_list,LAPTOP,22,14,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000454,US_012,SSN_US_012_01,view,4,,42251,2026-04-12T04:17:36Z,product_detail,LAPTOP,182,15,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000455,US_012,SSN_US_012_01,add_to_wishlist,4,,1238,2026-04-12T04:18:06Z,wishlist,LAPTOP,30,16,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000456,US_012,SSN_US_012_02,search,,laptop ryzen 5 15-20tr,,2026-04-12T05:07:00Z,products_list,LAPTOP,0,1,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000457,US_012,SSN_US_012_02,filter,,filter: purpose=mỏng nhẹ,,2026-04-12T05:08:24Z,products_list,LAPTOP,84,2,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000458,US_012,SSN_US_012_02,view,4,,40621,2026-04-12T05:09:57Z,product_detail,LAPTOP,93,3,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000459,US_012,SSN_US_012_02,add_to_wishlist,4,,1480,2026-04-12T05:10:37Z,wishlist,LAPTOP,40,4,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000460,US_012,SSN_US_012_02,search,,laptop iris xe dưới 30tr,,2026-04-12T05:10:48Z,products_list,LAPTOP,11,5,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000461,US_012,SSN_US_012_02,view,10,,20976,2026-04-12T05:13:05Z,product_detail,LAPTOP,137,6,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000462,US_012,SSN_US_012_02,add_to_wishlist,10,,1051,2026-04-12T05:16:26Z,wishlist,LAPTOP,201,7,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000463,US_012,SSN_US_012_02,search,,laptop pin tốt cho sinh viên,,2026-04-12T05:18:26Z,products_list,LAPTOP,120,8,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000464,US_012,SSN_US_012_02,view,10,,31843,2026-04-12T05:19:20Z,product_detail,LAPTOP,54,9,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000465,US_012,SSN_US_012_02,add_to_wishlist,10,,2171,2026-04-12T05:20:03Z,wishlist,LAPTOP,43,10,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000466,US_012,SSN_US_012_02,search,,laptop msi dưới 10tr,,2026-04-12T05:21:50Z,products_list,LAPTOP,107,11,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000467,US_012,SSN_US_012_03,search,,laptop ultra 5 dưới 30tr,,2026-04-12T07:33:00Z,products_list,LAPTOP,0,1,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000468,US_012,SSN_US_012_03,filter,,filter: purpose=mỏng nhẹ,,2026-04-12T07:35:01Z,products_list,LAPTOP,121,2,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000469,US_012,SSN_US_012_03,view,1,,46588,2026-04-12T07:38:47Z,product_detail,LAPTOP,226,3,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000470,US_012,SSN_US_012_03,add_to_wishlist,1,,638,2026-04-12T07:39:24Z,wishlist,LAPTOP,37,4,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000471,US_012,SSN_US_012_03,search,,laptop màn hình 16 inch 16:10,,2026-04-12T07:40:36Z,products_list,LAPTOP,72,5,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000472,US_012,SSN_US_012_03,view,10,,46133,2026-04-12T07:42:37Z,product_detail,LAPTOP,121,6,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000473,US_012,SSN_US_012_03,add_to_wishlist,10,,1774,2026-04-12T07:45:17Z,wishlist,LAPTOP,160,7,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000474,US_012,SSN_US_012_03,search,,laptop core i5 tầm 20tr,,2026-04-12T07:47:09Z,products_list,LAPTOP,112,8,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000475,US_012,SSN_US_012_03,view,10,,19366,2026-04-12T07:49:33Z,product_detail,LAPTOP,144,9,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000476,US_012,SSN_US_012_03,add_to_wishlist,10,,1265,2026-04-12T07:50:03Z,wishlist,LAPTOP,30,10,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000477,US_012,SSN_US_012_03,search,,laptop radeon 20-25tr,,2026-04-12T07:51:54Z,products_list,LAPTOP,111,11,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000478,US_012,SSN_US_012_03,view,15,,41714,2026-04-12T07:55:46Z,product_detail,LAPTOP,232,12,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000479,US_012,SSN_US_012_03,add_to_wishlist,15,,780,2026-04-12T07:57:15Z,wishlist,LAPTOP,89,13,desktop,organic,HP,20-25tr,mỏng nhẹ,0
EVT_000480,US_013,SSN_US_013_01,search,,laptop 32gb ram,,2026-04-12T23:52:00Z,products_list,LAPTOP,0,1,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000481,US_013,SSN_US_013_01,filter,,filter: purpose=mỏng nhẹ,,2026-04-12T23:53:18Z,products_list,LAPTOP,78,2,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000482,US_013,SSN_US_013_01,view,1,,67821,2026-04-12T23:54:46Z,product_detail,LAPTOP,88,3,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000483,US_013,SSN_US_013_01,add_to_wishlist,1,,2154,2026-04-12T23:55:15Z,wishlist,LAPTOP,29,4,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000484,US_013,SSN_US_013_01,search,,laptop mỏng nhẹ lenovo 15-20tr,,2026-04-12T23:56:01Z,products_list,LAPTOP,46,5,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000485,US_013,SSN_US_013_01,view,13,,50382,2026-04-12T23:57:23Z,product_detail,LAPTOP,82,6,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000486,US_013,SSN_US_013_01,add_to_wishlist,13,,1550,2026-04-12T23:58:28Z,wishlist,LAPTOP,65,7,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000487,US_013,SSN_US_013_01,search,,laptop mỏng nhẹ lenovo 15-20tr,,2026-04-12T23:59:37Z,products_list,LAPTOP,69,8,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000488,US_013,SSN_US_013_01,view,8,,62638,2026-04-13T00:00:01Z,product_detail,LAPTOP,24,9,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000489,US_013,SSN_US_013_01,add_to_wishlist,8,,2492,2026-04-13T00:00:13Z,wishlist,LAPTOP,12,10,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000490,US_013,SSN_US_013_01,search,,laptop mỏng nhẹ lenovo 15-20tr,,2026-04-13T00:01:15Z,products_list,LAPTOP,62,11,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000491,US_013,SSN_US_013_01,view,13,,39181,2026-04-13T00:01:33Z,product_detail,LAPTOP,18,12,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000492,US_013,SSN_US_013_01,add_to_wishlist,13,,2369,2026-04-13T00:02:21Z,wishlist,LAPTOP,48,13,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000493,US_013,SSN_US_013_01,search,,laptop mỏng nhẹ lenovo 15-20tr,,2026-04-13T00:02:36Z,products_list,LAPTOP,15,14,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000494,US_013,SSN_US_013_01,view,7,,22475,2026-04-13T00:03:45Z,product_detail,LAPTOP,69,15,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000495,US_013,SSN_US_013_01,add_to_wishlist,7,,1560,2026-04-13T00:05:12Z,wishlist,LAPTOP,87,16,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000496,US_013,SSN_US_013_01,search,,laptop lenovo 20-25tr,,2026-04-13T00:05:39Z,products_list,LAPTOP,27,17,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000497,US_013,SSN_US_013_01,view,10,,21681,2026-04-13T00:05:49Z,product_detail,LAPTOP,10,18,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000498,US_013,SSN_US_013_01,add_to_wishlist,10,,1320,2026-04-13T00:06:25Z,wishlist,LAPTOP,36,19,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000499,US_013,SSN_US_013_01,search,,laptop hp dưới 10tr,,2026-04-13T00:07:26Z,products_list,LAPTOP,61,20,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000500,US_013,SSN_US_013_01,view,1,,21728,2026-04-13T00:08:27Z,product_detail,LAPTOP,61,21,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000501,US_013,SSN_US_013_01,add_to_wishlist,1,,1355,2026-04-13T00:09:39Z,wishlist,LAPTOP,72,22,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000502,US_013,SSN_US_013_01,search,,laptop mỏng nhẹ lenovo 15-20tr,,2026-04-13T00:10:50Z,products_list,LAPTOP,71,23,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000503,US_013,SSN_US_013_01,view,1,,58305,2026-04-13T00:12:13Z,product_detail,LAPTOP,83,24,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000504,US_013,SSN_US_013_01,add_to_wishlist,1,,1816,2026-04-13T00:12:38Z,wishlist,LAPTOP,25,25,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000505,US_013,SSN_US_013_01,search,,laptop rtx 2050 tầm 20tr,,2026-04-13T00:13:29Z,products_list,LAPTOP,51,26,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000506,US_013,SSN_US_013_01,view,13,,20688,2026-04-13T00:14:21Z,product_detail,LAPTOP,52,27,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000507,US_013,SSN_US_013_01,add_to_wishlist,13,,1521,2026-04-13T00:15:02Z,wishlist,LAPTOP,41,28,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000508,US_013,SSN_US_013_02,search,,laptop học IT + lập trình,,2026-04-13T01:41:00Z,products_list,LAPTOP,0,1,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000509,US_013,SSN_US_013_02,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-13T01:41:47Z,products_list,LAPTOP,47,2,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000510,US_013,SSN_US_013_02,view,13,,62458,2026-04-13T01:42:08Z,product_detail,LAPTOP,21,3,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000511,US_013,SSN_US_013_02,add_to_wishlist,13,,1391,2026-04-13T01:43:38Z,wishlist,LAPTOP,90,4,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000512,US_013,SSN_US_013_02,search,,laptop ram 16gb ssd 512,,2026-04-13T01:44:50Z,products_list,LAPTOP,72,5,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000513,US_013,SSN_US_013_02,view,13,,61490,2026-04-13T01:45:06Z,product_detail,LAPTOP,16,6,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000514,US_013,SSN_US_013_02,add_to_wishlist,13,,889,2026-04-13T01:46:33Z,wishlist,LAPTOP,87,7,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000515,US_013,SSN_US_013_02,search,,laptop mỏng nhẹ lenovo 15-20tr,,2026-04-13T01:48:03Z,products_list,LAPTOP,90,8,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000516,US_013,SSN_US_013_02,view,13,,63775,2026-04-13T01:49:02Z,product_detail,LAPTOP,59,9,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000517,US_013,SSN_US_013_02,add_to_wishlist,13,,1956,2026-04-13T01:50:12Z,wishlist,LAPTOP,70,10,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000518,US_013,SSN_US_013_02,search,,laptop AI copilot,,2026-04-13T01:51:03Z,products_list,LAPTOP,51,11,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000519,US_013,SSN_US_013_02,view,7,,60171,2026-04-13T01:51:10Z,product_detail,LAPTOP,7,12,desktop,organic,Lenovo,15-20tr,mỏng nhẹ,0
EVT_000520,US_014,SSN_US_014_01,search,,laptop rtx 2050 tầm 20tr,,2026-04-03T09:54:00Z,products_list,LAPTOP,0,1,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000521,US_014,SSN_US_014_01,filter,,filter: purpose=laptop AI,,2026-04-03T09:54:23Z,products_list,LAPTOP,23,2,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000522,US_014,SSN_US_014_01,view,14,,26588,2026-04-03T09:56:14Z,product_detail,LAPTOP,111,3,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000523,US_014,SSN_US_014_01,add_to_wishlist,14,,1823,2026-04-03T09:58:32Z,wishlist,LAPTOP,138,4,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000524,US_014,SSN_US_014_01,search,,laptop ssd 1tb,,2026-04-03T10:00:17Z,products_list,LAPTOP,105,5,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000525,US_014,SSN_US_014_01,view,14,,68534,2026-04-03T10:01:27Z,product_detail,LAPTOP,70,6,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000526,US_014,SSN_US_014_01,add_to_wishlist,14,,1879,2026-04-03T10:03:15Z,wishlist,LAPTOP,108,7,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000527,US_014,SSN_US_014_01,search,,laptop mỏng nhẹ acer 10-15tr,,2026-04-03T10:03:45Z,products_list,LAPTOP,30,8,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000528,US_014,SSN_US_014_01,view,8,,20863,2026-04-03T10:05:30Z,product_detail,LAPTOP,105,9,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000529,US_014,SSN_US_014_01,add_to_wishlist,8,,1441,2026-04-03T10:06:37Z,wishlist,LAPTOP,67,10,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000530,US_014,SSN_US_014_01,search,,laptop acer 10-15tr,,2026-04-03T10:06:54Z,products_list,LAPTOP,17,11,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000531,US_014,SSN_US_014_01,view,10,,36673,2026-04-03T10:08:25Z,product_detail,LAPTOP,91,12,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000532,US_014,SSN_US_014_01,add_to_wishlist,10,,2140,2026-04-03T10:09:00Z,wishlist,LAPTOP,35,13,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000533,US_014,SSN_US_014_01,search,,laptop mỏng nhẹ acer 10-15tr,,2026-04-03T10:12:44Z,products_list,LAPTOP,224,14,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000534,US_014,SSN_US_014_01,view,14,,33674,2026-04-03T10:15:56Z,product_detail,LAPTOP,192,15,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000535,US_014,SSN_US_014_01,add_to_wishlist,14,,1233,2026-04-03T10:18:52Z,wishlist,LAPTOP,176,16,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000536,US_014,SSN_US_014_01,search,,laptop mỏng nhẹ acer 10-15tr,,2026-04-03T10:20:27Z,products_list,LAPTOP,95,17,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000537,US_014,SSN_US_014_01,view,15,,72729,2026-04-03T10:23:59Z,product_detail,LAPTOP,212,18,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000538,US_014,SSN_US_014_01,add_to_wishlist,15,,997,2026-04-03T10:24:46Z,wishlist,LAPTOP,47,19,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000539,US_014,SSN_US_014_01,search,,laptop ryzen 5 15-20tr,,2026-04-03T10:25:31Z,products_list,LAPTOP,45,20,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000540,US_014,SSN_US_014_01,view,8,,68995,2026-04-03T10:25:50Z,product_detail,LAPTOP,19,21,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000541,US_014,SSN_US_014_01,add_to_wishlist,8,,1382,2026-04-03T10:27:13Z,wishlist,LAPTOP,83,22,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000542,US_014,SSN_US_014_01,search,,laptop core i5 tầm 20tr,,2026-04-03T10:30:55Z,products_list,LAPTOP,222,23,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000543,US_014,SSN_US_014_01,view,14,,31087,2026-04-03T10:33:05Z,product_detail,LAPTOP,130,24,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000544,US_014,SSN_US_014_01,add_to_wishlist,14,,2240,2026-04-03T10:36:13Z,wishlist,LAPTOP,188,25,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000545,US_014,SSN_US_014_01,search,,laptop mỏng nhẹ acer 10-15tr,,2026-04-03T10:39:55Z,products_list,LAPTOP,222,26,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000546,US_014,SSN_US_014_01,view,1,,60020,2026-04-03T10:40:40Z,product_detail,LAPTOP,45,27,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000547,US_014,SSN_US_014_01,add_to_wishlist,1,,1584,2026-04-03T10:44:04Z,wishlist,LAPTOP,204,28,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000548,US_014,SSN_US_014_01,search,,laptop mỏng nhẹ acer 10-15tr,,2026-04-03T10:47:14Z,products_list,LAPTOP,190,29,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000549,US_014,SSN_US_014_01,view,2,,64622,2026-04-03T10:49:24Z,product_detail,LAPTOP,130,30,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000550,US_014,SSN_US_014_01,add_to_wishlist,2,,2332,2026-04-03T10:51:28Z,wishlist,LAPTOP,124,31,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000551,US_014,SSN_US_014_01,search,,laptop rtx 2050 4gb,,2026-04-03T10:54:15Z,products_list,LAPTOP,167,32,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000552,US_014,SSN_US_014_01,view,2,,35877,2026-04-03T10:54:26Z,product_detail,LAPTOP,11,33,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000553,US_014,SSN_US_014_01,add_to_wishlist,2,,1520,2026-04-03T10:54:56Z,wishlist,LAPTOP,30,34,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000554,US_014,SSN_US_014_01,search,,laptop mỏng nhẹ acer 10-15tr,,2026-04-03T10:55:10Z,products_list,LAPTOP,14,35,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000555,US_014,SSN_US_014_01,view,8,,24010,2026-04-03T10:56:25Z,product_detail,LAPTOP,75,36,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000556,US_014,SSN_US_014_01,add_to_wishlist,8,,2464,2026-04-03T10:57:30Z,wishlist,LAPTOP,65,37,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000557,US_014,SSN_US_014_01,search,,laptop ryzen ai dưới 10tr,,2026-04-03T11:01:13Z,products_list,LAPTOP,223,38,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000558,US_014,SSN_US_014_01,view,15,,19747,2026-04-03T11:02:01Z,product_detail,LAPTOP,48,39,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000559,US_014,SSN_US_014_01,add_to_wishlist,15,,1449,2026-04-03T11:04:31Z,wishlist,LAPTOP,150,40,desktop,ads,Acer,10-15tr,mỏng nhẹ,0
EVT_000560,US_015,SSN_US_015_01,search,,laptop mỏng nhẹ pin trâu,,2026-04-20T14:04:00Z,products_list,LAPTOP,0,1,mobile,direct,HP,tầm 20tr,văn phòng,0
EVT_000561,US_015,SSN_US_015_01,filter,,filter: price<=30000000,,2026-04-20T14:04:52Z,products_list,LAPTOP,52,2,mobile,direct,HP,tầm 20tr,văn phòng,0
EVT_000562,US_015,SSN_US_015_01,view,4,,58292,2026-04-20T14:05:29Z,product_detail,LAPTOP,37,3,mobile,direct,HP,tầm 20tr,văn phòng,0
