event_id,user_id,session_id,event_type,product_id,query_text,duration_ms,created_at,page,product_type
EVT_001428,US_143,SSN_US_143_01,checkout_start,,,7911,2026-04-11T19:13:55Z,checkout,LAPTOP
EVT_001429,US_143,SSN_US_143_01,paginate,,,1694,2026-04-11T19:15:20Z,products_list,LAPTOP
EVT_001430,US_143,SSN_US_143_01,chat,10,"Bảo hành bao lâu, có đổi trả không?",,2026-04-11T19:18:42Z,chat_widget,LAPTOP
EVT_001431,US_144,SSN_US_144_01,filter,,filter: brand=asus,,2026-04-21T00:07:00Z,products_list,LAPTOP
EVT_001432,US_144,SSN_US_144_02,purchase,2,,10322,2026-04-21T00:10:33Z,checkout_success,LAPTOP
EVT_001433,US_144,SSN_US_144_03,search,,laptop rtx 2050 tầm 20tr,,2026-04-21T00:11:48Z,products_list,LAPTOP
EVT_001434,US_144,SSN_US_144_01,view,5,,19619,2026-04-21T00:15:03Z,product_detail,LAPTOP
EVT_001435,US_144,SSN_US_144_02,remove_from_cart,14,,3871,2026-04-21T00:17:25Z,cart,LAPTOP
EVT_001436,US_144,SSN_US_144_03,paginate,,,2883,2026-04-21T00:19:46Z,products_list,LAPTOP
EVT_001437,US_144,SSN_US_144_01,chat,8,Pin dùng văn phòng được bao lâu?,,2026-04-21T00:21:50Z,chat_widget,LAPTOP
EVT_001438,US_144,SSN_US_144_02,sort,,sort: newest,,2026-04-21T00:23:15Z,products_list,LAPTOP
EVT_001439,US_144,SSN_US_144_03,checkout_start,,,7248,2026-04-21T00:24:14Z,checkout,LAPTOP
EVT_001440,US_144,SSN_US_144_01,add_to_cart,2,,2286,2026-04-21T00:26:35Z,cart,LAPTOP
EVT_001441,US_145,SSN_US_145_01,filter,,filter: purpose=đồ hoạ - kỹ thuật,,2026-04-18T00:40:00Z,products_list,LAPTOP
EVT_001442,US_145,SSN_US_145_02,chat,11,Con máy này có nâng cấp RAM/SSD được không?,,2026-04-18T00:43:21Z,chat_widget,LAPTOP
EVT_001443,US_145,SSN_US_145_03,paginate,,,2680,2026-04-18T00:43:37Z,products_list,LAPTOP
EVT_001444,US_145,SSN_US_145_01,search,,laptop msi 20-25tr,,2026-04-18T00:46:50Z,products_list,LAPTOP
EVT_001445,US_145,SSN_US_145_02,checkout_start,,,3433,2026-04-18T00:47:09Z,checkout,LAPTOP
EVT_001446,US_145,SSN_US_145_03,add_to_cart,1,,2958,2026-04-18T00:47:37Z,cart,LAPTOP
EVT_001447,US_145,SSN_US_145_01,remove_from_cart,5,,5371,2026-04-18T00:51:10Z,cart,LAPTOP
EVT_001448,US_145,SSN_US_145_02,purchase,10,,7729,2026-04-18T00:51:38Z,checkout_success,LAPTOP
EVT_001449,US_145,SSN_US_145_03,sort,,sort: price_desc,,2026-04-18T00:52:54Z,products_list,LAPTOP
EVT_001450,US_145,SSN_US_145_01,view,8,,59301,2026-04-18T00:54:43Z,product_detail,LAPTOP
EVT_001451,US_146,SSN_US_146_01,chat,12,Máy có nóng khi chạy lâu không?,,2026-04-11T00:24:00Z,chat_widget,LAPTOP
EVT_001452,US_146,SSN_US_146_02,sort,,sort: newest,,2026-04-11T00:25:41Z,products_list,LAPTOP
EVT_001453,US_146,SSN_US_146_01,filter,,filter: ram>=16,,2026-04-11T00:26:18Z,products_list,LAPTOP
EVT_001454,US_146,SSN_US_146_02,checkout_start,,,6937,2026-04-11T00:29:49Z,checkout,LAPTOP
EVT_001455,US_146,SSN_US_146_01,paginate,,,1154,2026-04-11T00:32:34Z,products_list,LAPTOP
EVT_001456,US_146,SSN_US_146_02,remove_from_cart,13,,4385,2026-04-11T00:33:56Z,cart,LAPTOP
EVT_001457,US_146,SSN_US_146_01,add_to_cart,7,,8234,2026-04-11T00:35:43Z,cart,LAPTOP
EVT_001458,US_146,SSN_US_146_02,search,,laptop mỏng nhẹ dưới 20tr,,2026-04-11T00:38:42Z,products_list,LAPTOP
EVT_001459,US_146,SSN_US_146_01,purchase,3,,12740,2026-04-11T00:40:53Z,checkout_success,LAPTOP
EVT_001460,US_146,SSN_US_146_02,view,3,,66939,2026-04-11T00:41:59Z,product_detail,LAPTOP
EVT_001461,US_147,SSN_US_147_01,purchase,10,,13775,2026-04-10T20:09:00Z,checkout_success,LAPTOP
EVT_001462,US_147,SSN_US_147_02,filter,,filter: price<=10000000,,2026-04-10T20:10:50Z,products_list,LAPTOP
EVT_001463,US_147,SSN_US_147_03,sort,,sort: price_asc,,2026-04-10T20:12:18Z,products_list,LAPTOP
EVT_001464,US_147,SSN_US_147_01,checkout_start,,,7633,2026-04-10T20:15:39Z,checkout,LAPTOP
EVT_001465,US_147,SSN_US_147_02,view,7,,60331,2026-04-10T20:16:43Z,product_detail,LAPTOP
EVT_001466,US_147,SSN_US_147_03,remove_from_cart,9,,1966,2026-04-10T20:20:30Z,cart,LAPTOP
EVT_001467,US_147,SSN_US_147_01,chat,3,"Bàn phím gõ có sướng không, có đèn không?",,2026-04-10T20:21:21Z,chat_widget,LAPTOP
EVT_001468,US_147,SSN_US_147_02,search,,laptop msi dưới 10tr,,2026-04-10T20:24:08Z,products_list,LAPTOP
EVT_001469,US_147,SSN_US_147_03,add_to_cart,2,,2985,2026-04-10T20:25:07Z,cart,LAPTOP
EVT_001470,US_147,SSN_US_147_01,paginate,,,3123,2026-04-10T20:28:08Z,products_list,LAPTOP
EVT_001471,US_148,SSN_US_148_01,checkout_start,,,7420,2026-04-18T14:41:00Z,checkout,LAPTOP
EVT_001472,US_148,SSN_US_148_01,chat,3,Có phù hợp mang đi học hằng ngày không?,,2026-04-18T14:42:41Z,chat_widget,LAPTOP
EVT_001473,US_148,SSN_US_148_01,sort,,sort: price_asc,,2026-04-18T14:45:38Z,products_list,LAPTOP
EVT_001474,US_148,SSN_US_148_01,remove_from_cart,5,,5875,2026-04-18T14:46:13Z,cart,LAPTOP
EVT_001475,US_148,SSN_US_148_01,filter,,filter: screen_size=15.6,,2026-04-18T14:46:40Z,products_list,LAPTOP
EVT_001476,US_148,SSN_US_148_01,search,,laptop iris xe dưới 30tr,,2026-04-18T14:48:11Z,products_list,LAPTOP
EVT_001477,US_148,SSN_US_148_01,add_to_cart,6,,6549,2026-04-18T14:50:16Z,cart,LAPTOP
EVT_001478,US_148,SSN_US_148_01,paginate,,,2052,2026-04-18T14:53:14Z,products_list,LAPTOP
EVT_001479,US_148,SSN_US_148_01,view,10,,27987,2026-04-18T14:56:21Z,product_detail,LAPTOP
EVT_001480,US_148,SSN_US_148_01,purchase,10,,9971,2026-04-18T14:58:55Z,checkout_success,LAPTOP
EVT_001481,US_149,SSN_US_149_01,paginate,,,2158,2026-04-14T05:00:00Z,products_list,LAPTOP
EVT_001482,US_149,SSN_US_149_02,search,,laptop intel arc dưới 30tr,,2026-04-14T05:03:54Z,products_list,LAPTOP
EVT_001483,US_149,SSN_US_149_01,view,8,,41510,2026-04-14T05:06:02Z,product_detail,LAPTOP
EVT_001484,US_149,SSN_US_149_02,filter,,filter: ram>=32,,2026-04-14T05:09:30Z,products_list,LAPTOP
EVT_001485,US_149,SSN_US_149_01,checkout_start,,,11038,2026-04-14T05:11:44Z,checkout,LAPTOP
EVT_001486,US_149,SSN_US_149_02,remove_from_cart,3,,5769,2026-04-14T05:12:21Z,cart,LAPTOP
EVT_001487,US_149,SSN_US_149_01,chat,14,Loa nghe nhạc ổn không?,,2026-04-14T05:12:51Z,chat_widget,LAPTOP
EVT_001488,US_149,SSN_US_149_02,purchase,14,,6293,2026-04-14T05:16:40Z,checkout_success,LAPTOP
EVT_001489,US_149,SSN_US_149_01,sort,,sort: newest,,2026-04-14T05:20:38Z,products_list,LAPTOP
EVT_001490,US_149,SSN_US_149_02,add_to_cart,5,,7509,2026-04-14T05:21:38Z,cart,LAPTOP
EVT_001491,US_150,SSN_US_150_01,view,15,,20402,2026-04-03T23:04:00Z,product_detail,LAPTOP
EVT_001492,US_150,SSN_US_150_02,checkout_start,,,6269,2026-04-03T23:06:31Z,checkout,LAPTOP
EVT_001493,US_150,SSN_US_150_03,filter,,filter: port=usb-c,,2026-04-03T23:09:00Z,products_list,LAPTOP
EVT_001494,US_150,SSN_US_150_01,sort,,sort: price_asc,,2026-04-03T23:11:57Z,products_list,LAPTOP
EVT_001495,US_150,SSN_US_150_02,add_to_cart,7,,3329,2026-04-03T23:13:40Z,cart,LAPTOP
EVT_001496,US_150,SSN_US_150_03,paginate,,,3215,2026-04-03T23:17:38Z,products_list,LAPTOP
EVT_001497,US_150,SSN_US_150_01,remove_from_cart,14,,3183,2026-04-03T23:20:55Z,cart,LAPTOP
EVT_001498,US_150,SSN_US_150_02,chat,8,"Bảo hành bao lâu, có đổi trả không?",,2026-04-03T23:21:39Z,chat_widget,LAPTOP
EVT_001499,US_150,SSN_US_150_03,purchase,2,,10500,2026-04-03T23:23:59Z,checkout_success,LAPTOP
EVT_001500,US_150,SSN_US_150_01,search,,laptop rtx 25-30tr,,2026-04-03T23:25:42Z,products_list,LAPTOP
EVT_001501,US_151,SSN_US_151_01,search,,laptop ultra 5 dưới 30tr,,2026-04-08T19:43:00Z,products_list,LAPTOP
EVT_001502,US_151,SSN_US_151_02,remove_from_cart,4,,4794,2026-04-08T19:43:20Z,cart,LAPTOP
EVT_001503,US_151,SSN_US_151_03,checkout_start,,,3029,2026-04-08T19:44:29Z,checkout,LAPTOP
EVT_001504,US_151,SSN_US_151_01,paginate,,,2313,2026-04-08T19:45:46Z,products_list,LAPTOP
EVT_001505,US_151,SSN_US_151_02,add_to_cart,1,,6977,2026-04-08T19:46:55Z,cart,LAPTOP
EVT_001506,US_151,SSN_US_151_03,view,9,,69869,2026-04-08T19:47:57Z,product_detail,LAPTOP
EVT_001507,US_151,SSN_US_151_01,sort,,sort: price_desc,,2026-04-08T19:49:39Z,products_list,LAPTOP
EVT_001508,US_151,SSN_US_151_02,chat,15,Máy có khe RAM nâng cấp không hay hàn chết?,,2026-04-08T19:51:49Z,chat_widget,LAPTOP
EVT_001509,US_151,SSN_US_151_03,purchase,1,,4653,2026-04-08T19:55:44Z,checkout_success,LAPTOP
EVT_001510,US_151,SSN_US_151_01,filter,,filter: storage>=512,,2026-04-08T19:58:40Z,products_list,LAPTOP
EVT_001511,US_152,SSN_US_152_01,view,9,,34487,2026-04-17T20:53:00Z,product_detail,LAPTOP
EVT_001512,US_152,SSN_US_152_02,search,,laptop msi dưới 10tr,,2026-04-17T20:54:46Z,products_list,LAPTOP
EVT_001513,US_152,SSN_US_152_03,purchase,7,,9781,2026-04-17T20:57:08Z,checkout_success,LAPTOP
EVT_001514,US_152,SSN_US_152_01,checkout_start,,,7653,2026-04-17T21:00:47Z,checkout,LAPTOP
EVT_001515,US_152,SSN_US_152_02,remove_from_cart,13,,4749,2026-04-17T21:03:01Z,cart,LAPTOP
EVT_001516,US_152,SSN_US_152_03,add_to_cart,10,,1554,2026-04-17T21:06:58Z,cart,LAPTOP
EVT_001517,US_152,SSN_US_152_01,sort,,sort: price_asc,,2026-04-17T21:09:16Z,products_list,LAPTOP
EVT_001518,US_152,SSN_US_152_02,filter,,filter: price>=20000000,,2026-04-17T21:11:18Z,products_list,LAPTOP
EVT_001519,US_152,SSN_US_152_03,chat,2,"Bảo hành bao lâu, có đổi trả không?",,2026-04-17T21:12:26Z,chat_widget,LAPTOP
EVT_001520,US_152,SSN_US_152_01,paginate,,,1950,2026-04-17T21:15:20Z,products_list,LAPTOP
EVT_001521,US_153,SSN_US_153_01,paginate,,,2762,2026-04-06T05:23:00Z,products_list,LAPTOP
EVT_001522,US_153,SSN_US_153_01,purchase,10,,6641,2026-04-06T05:24:03Z,checkout_success,LAPTOP
EVT_001523,US_153,SSN_US_153_01,add_to_cart,14,,4866,2026-04-06T05:26:58Z,cart,LAPTOP
EVT_001524,US_153,SSN_US_153_01,remove_from_cart,4,,1153,2026-04-06T05:27:13Z,cart,LAPTOP
EVT_001525,US_153,SSN_US_153_01,search,,laptop ssd 1tb,,2026-04-06T05:27:55Z,products_list,LAPTOP
EVT_001526,US_153,SSN_US_153_01,filter,,filter: purpose=laptop AI,,2026-04-06T05:28:39Z,products_list,LAPTOP
EVT_001527,US_153,SSN_US_153_01,checkout_start,,,11376,2026-04-06T05:32:37Z,checkout,LAPTOP
EVT_001528,US_153,SSN_US_153_01,sort,,sort: price_asc,,2026-04-06T05:33:24Z,products_list,LAPTOP
EVT_001529,US_153,SSN_US_153_01,view,5,,29798,2026-04-06T05:34:16Z,product_detail,LAPTOP
EVT_001530,US_153,SSN_US_153_01,chat,7,Có hỗ trợ Thunderbolt/USB4 không?,,2026-04-06T05:36:38Z,chat_widget,LAPTOP
EVT_001531,US_154,SSN_US_154_01,purchase,14,,10730,2026-04-01T23:46:00Z,checkout_success,LAPTOP
EVT_001532,US_154,SSN_US_154_02,filter,,filter: price<=30000000,,2026-04-01T23:48:43Z,products_list,LAPTOP
EVT_001533,US_154,SSN_US_154_03,search,,laptop excel kế toán văn phòng,,2026-04-01T23:52:16Z,products_list,LAPTOP
EVT_001534,US_154,SSN_US_154_01,add_to_cart,11,,5684,2026-04-01T23:55:05Z,cart,LAPTOP
EVT_001535,US_154,SSN_US_154_02,remove_from_cart,3,,3607,2026-04-01T23:56:22Z,cart,LAPTOP
EVT_001536,US_154,SSN_US_154_03,chat,10,Máy có cổng HDMI/USB-A đầy đủ không?,,2026-04-01T23:58:28Z,chat_widget,LAPTOP
EVT_001537,US_154,SSN_US_154_01,checkout_start,,,5765,2026-04-01T23:58:55Z,checkout,LAPTOP
EVT_001538,US_154,SSN_US_154_02,sort,,sort: price_desc,,2026-04-02T00:00:41Z,products_list,LAPTOP
EVT_001539,US_154,SSN_US_154_03,view,2,,19085,2026-04-02T00:01:24Z,product_detail,LAPTOP
EVT_001540,US_154,SSN_US_154_01,paginate,,,2941,2026-04-02T00:02:25Z,products_list,LAPTOP
EVT_001541,US_155,SSN_US_155_01,purchase,11,,6135,2026-04-14T04:38:00Z,checkout_success,LAPTOP
EVT_001542,US_155,SSN_US_155_02,chat,10,Tản nhiệt khi render có ổn không?,,2026-04-14T04:42:00Z,chat_widget,LAPTOP
EVT_001543,US_155,SSN_US_155_03,sort,,sort: price_asc,,2026-04-14T04:45:41Z,products_list,LAPTOP
EVT_001544,US_155,SSN_US_155_01,add_to_cart,13,,7058,2026-04-14T04:49:40Z,cart,LAPTOP
EVT_001545,US_155,SSN_US_155_02,search,,laptop ryzen ai 15-20tr,,2026-04-14T04:52:36Z,products_list,LAPTOP
EVT_001546,US_155,SSN_US_155_03,remove_from_cart,7,,3834,2026-04-14T04:54:59Z,cart,LAPTOP
EVT_001547,US_155,SSN_US_155_01,paginate,,,977,2026-04-14T04:58:52Z,products_list,LAPTOP
EVT_001548,US_155,SSN_US_155_02,checkout_start,,,10680,2026-04-14T05:02:00Z,checkout,LAPTOP
EVT_001549,US_155,SSN_US_155_03,filter,,filter: screen=oled,,2026-04-14T05:03:59Z,products_list,LAPTOP
EVT_001550,US_155,SSN_US_155_01,view,8,,69744,2026-04-14T05:07:34Z,product_detail,LAPTOP
EVT_001551,US_156,SSN_US_156_01,add_to_cart,10,,8682,2026-04-12T18:51:00Z,cart,LAPTOP
EVT_001552,US_156,SSN_US_156_02,paginate,,,2473,2026-04-12T18:53:29Z,products_list,LAPTOP
EVT_001553,US_156,SSN_US_156_01,search,,laptop họp online webcam fhd,,2026-04-12T18:54:44Z,products_list,LAPTOP
EVT_001554,US_156,SSN_US_156_02,checkout_start,,,2116,2026-04-12T18:54:55Z,checkout,LAPTOP
EVT_001555,US_156,SSN_US_156_01,sort,,sort: newest,,2026-04-12T18:57:32Z,products_list,LAPTOP
EVT_001556,US_156,SSN_US_156_02,filter,,filter: purpose=mỏng nhẹ,,2026-04-12T18:58:12Z,products_list,LAPTOP
EVT_001557,US_156,SSN_US_156_01,purchase,11,,7365,2026-04-12T18:59:58Z,checkout_success,LAPTOP
EVT_001558,US_156,SSN_US_156_02,remove_from_cart,13,,3387,2026-04-12T19:03:04Z,cart,LAPTOP
EVT_001559,US_156,SSN_US_156_01,view,6,,24985,2026-04-12T19:04:58Z,product_detail,LAPTOP
EVT_001560,US_156,SSN_US_156_02,chat,7,Máy có bị ồn quạt khi làm việc nặng không?,,2026-04-12T19:05:47Z,chat_widget,LAPTOP
EVT_001561,US_157,SSN_US_157_01,search,,laptop render nhẹ sketchup,,2026-04-09T17:27:00Z,products_list,LAPTOP
EVT_001562,US_157,SSN_US_157_02,checkout_start,,,11160,2026-04-09T17:28:44Z,checkout,LAPTOP
EVT_001563,US_157,SSN_US_157_01,filter,,filter: port=usb-c,,2026-04-09T17:31:16Z,products_list,LAPTOP
EVT_001564,US_157,SSN_US_157_02,remove_from_cart,5,,5532,2026-04-09T17:32:30Z,cart,LAPTOP
EVT_001565,US_157,SSN_US_157_01,view,13,,64235,2026-04-09T17:34:08Z,product_detail,LAPTOP
EVT_001566,US_157,SSN_US_157_02,sort,,sort: newest,,2026-04-09T17:35:59Z,products_list,LAPTOP
EVT_001567,US_157,SSN_US_157_01,purchase,14,,14801,2026-04-09T17:36:44Z,checkout_success,LAPTOP
EVT_001568,US_157,SSN_US_157_02,paginate,,,1741,2026-04-09T17:37:24Z,products_list,LAPTOP
EVT_001569,US_157,SSN_US_157_01,add_to_cart,13,,7228,2026-04-09T17:39:28Z,cart,LAPTOP
EVT_001570,US_157,SSN_US_157_02,chat,2,Webcam có nét để học/meeting online không?,,2026-04-09T17:40:19Z,chat_widget,LAPTOP
EVT_001571,US_158,SSN_US_158_01,paginate,,,1161,2026-04-11T17:39:00Z,products_list,LAPTOP
EVT_001572,US_158,SSN_US_158_02,purchase,5,,7633,2026-04-11T17:39:26Z,checkout_success,LAPTOP
EVT_001573,US_158,SSN_US_158_01,sort,,sort: price_asc,,2026-04-11T17:41:10Z,products_list,LAPTOP
EVT_001574,US_158,SSN_US_158_02,view,1,,65480,2026-04-11T17:43:55Z,product_detail,LAPTOP
EVT_001575,US_158,SSN_US_158_01,checkout_start,,,8564,2026-04-11T17:45:43Z,checkout,LAPTOP
EVT_001576,US_158,SSN_US_158_02,chat,11,"Bảo hành bao lâu, có đổi trả không?",,2026-04-11T17:48:30Z,chat_widget,LAPTOP
EVT_001577,US_158,SSN_US_158_01,add_to_cart,12,,6394,2026-04-11T17:49:53Z,cart,LAPTOP
EVT_001578,US_158,SSN_US_158_02,remove_from_cart,13,,2235,2026-04-11T17:50:17Z,cart,LAPTOP
EVT_001579,US_158,SSN_US_158_01,filter,,filter: port=thunderbolt,,2026-04-11T17:53:10Z,products_list,LAPTOP
EVT_001580,US_158,SSN_US_158_02,search,,laptop đồ hoạ kỹ thuật 20-30tr,,2026-04-11T17:55:12Z,products_list,LAPTOP
EVT_001581,US_159,SSN_US_159_01,add_to_cart,3,,2211,2026-04-17T09:12:00Z,cart,LAPTOP
EVT_001582,US_159,SSN_US_159_02,checkout_start,,,8544,2026-04-17T09:13:20Z,checkout,LAPTOP
EVT_001583,US_159,SSN_US_159_03,remove_from_cart,11,,4037,2026-04-17T09:15:00Z,cart,LAPTOP
EVT_001584,US_159,SSN_US_159_01,filter,,filter: screen_size=15.6,,2026-04-17T09:16:53Z,products_list,LAPTOP
EVT_001585,US_159,SSN_US_159_02,chat,1,Máy này có Copilot/AI NPU không?,,2026-04-17T09:19:15Z,chat_widget,LAPTOP
EVT_001586,US_159,SSN_US_159_03,view,2,,23909,2026-04-17T09:22:25Z,product_detail,LAPTOP
EVT_001587,US_159,SSN_US_159_01,paginate,,,1965,2026-04-17T09:24:55Z,products_list,LAPTOP
EVT_001588,US_159,SSN_US_159_02,sort,,sort: newest,,2026-04-17T09:28:10Z,products_list,LAPTOP
EVT_001589,US_159,SSN_US_159_03,purchase,6,,9693,2026-04-17T09:30:49Z,checkout_success,LAPTOP
EVT_001590,US_159,SSN_US_159_01,search,,laptop hp tầm 20tr,,2026-04-17T09:34:27Z,products_list,LAPTOP
EVT_001591,US_160,SSN_US_160_01,chat,9,Màn hình OLED có bị bóng/nhức mắt không?,,2026-04-07T14:59:00Z,chat_widget,LAPTOP
EVT_001592,US_160,SSN_US_160_02,add_to_cart,2,,8077,2026-04-07T15:00:37Z,cart,LAPTOP
EVT_001593,US_160,SSN_US_160_03,filter,,filter: ratio=16:10,,2026-04-07T15:02:58Z,products_list,LAPTOP
EVT_001594,US_160,SSN_US_160_01,purchase,9,,13419,2026-04-07T15:06:52Z,checkout_success,LAPTOP
EVT_001595,US_160,SSN_US_160_02,checkout_start,,,9254,2026-04-07T15:08:06Z,checkout,LAPTOP
EVT_001596,US_160,SSN_US_160_03,sort,,sort: newest,,2026-04-07T15:09:52Z,products_list,LAPTOP
EVT_001597,US_160,SSN_US_160_01,view,13,,33943,2026-04-07T15:12:05Z,product_detail,LAPTOP
EVT_001598,US_160,SSN_US_160_02,paginate,,,2191,2026-04-07T15:15:28Z,products_list,LAPTOP
EVT_001599,US_160,SSN_US_160_03,search,,laptop radeon 20-25tr,,2026-04-07T15:18:56Z,products_list,LAPTOP
EVT_001600,US_160,SSN_US_160_01,remove_from_cart,8,,5607,2026-04-07T15:22:00Z,cart,LAPTOP
EVT_001601,US_161,SSN_US_161_01,search,,laptop rtx dưới 30tr,,2026-04-16T03:16:00Z,products_list,LAPTOP
EVT_001602,US_161,SSN_US_161_01,checkout_start,,,2159,2026-04-16T03:18:27Z,checkout,LAPTOP
EVT_001603,US_161,SSN_US_161_01,paginate,,,1878,2026-04-16T03:21:36Z,products_list,LAPTOP
EVT_001604,US_161,SSN_US_161_01,filter,,filter: ram>=16,,2026-04-16T03:22:49Z,products_list,LAPTOP
EVT_001605,US_161,SSN_US_161_01,chat,7,Có phù hợp mang đi học hằng ngày không?,,2026-04-16T03:23:22Z,chat_widget,LAPTOP
EVT_001606,US_161,SSN_US_161_01,purchase,14,,9603,2026-04-16T03:26:43Z,checkout_success,LAPTOP
EVT_001607,US_161,SSN_US_161_01,add_to_cart,9,,2962,2026-04-16T03:27:12Z,cart,LAPTOP
EVT_001608,US_161,SSN_US_161_01,sort,,sort: price_desc,,2026-04-16T03:29:23Z,products_list,LAPTOP
EVT_001609,US_161,SSN_US_161_01,remove_from_cart,4,,5499,2026-04-16T03:31:03Z,cart,LAPTOP
EVT_001610,US_161,SSN_US_161_01,view,3,,66900,2026-04-16T03:32:21Z,product_detail,LAPTOP
EVT_001611,US_162,SSN_US_162_01,search,,laptop ram 16gb ssd 512,,2026-04-16T23:12:00Z,products_list,LAPTOP
EVT_001612,US_162,SSN_US_162_01,purchase,2,,5964,2026-04-16T23:15:29Z,checkout_success,LAPTOP
EVT_001613,US_162,SSN_US_162_01,filter,,filter: port=thunderbolt,,2026-04-16T23:15:59Z,products_list,LAPTOP
EVT_001614,US_162,SSN_US_162_01,checkout_start,,,2108,2026-04-16T23:18:46Z,checkout,LAPTOP
EVT_001615,US_162,SSN_US_162_01,add_to_cart,14,,5935,2026-04-16T23:22:11Z,cart,LAPTOP
EVT_001616,US_162,SSN_US_162_01,remove_from_cart,14,,4750,2026-04-16T23:22:31Z,cart,LAPTOP
EVT_001617,US_162,SSN_US_162_01,view,10,,38671,2026-04-16T23:24:16Z,product_detail,LAPTOP
EVT_001618,US_162,SSN_US_162_01,paginate,,,3153,2026-04-16T23:26:32Z,products_list,LAPTOP
EVT_001619,US_162,SSN_US_162_01,chat,5,Trọng lượng khoảng bao nhiêu kg?,,2026-04-16T23:30:24Z,chat_widget,LAPTOP
EVT_001620,US_162,SSN_US_162_01,sort,,sort: newest,,2026-04-16T23:31:20Z,products_list,LAPTOP
EVT_001621,US_163,SSN_US_163_01,checkout_start,,,9490,2026-04-08T18:08:00Z,checkout,LAPTOP
EVT_001622,US_163,SSN_US_163_02,add_to_cart,12,,5745,2026-04-08T18:08:40Z,cart,LAPTOP
EVT_001623,US_163,SSN_US_163_01,view,6,,63168,2026-04-08T18:10:47Z,product_detail,LAPTOP
EVT_001624,US_163,SSN_US_163_02,filter,,filter: purpose=mỏng nhẹ,,2026-04-08T18:10:59Z,products_list,LAPTOP
EVT_001625,US_163,SSN_US_163_01,chat,4,Card đồ hoạ này chơi game mức nào?,,2026-04-08T18:14:01Z,chat_widget,LAPTOP
EVT_001626,US_163,SSN_US_163_02,paginate,,,1212,2026-04-08T18:16:39Z,products_list,LAPTOP
EVT_001627,US_163,SSN_US_163_01,sort,,sort: price_desc,,2026-04-08T18:18:12Z,products_list,LAPTOP
EVT_001628,US_163,SSN_US_163_02,remove_from_cart,14,,2927,2026-04-08T18:20:58Z,cart,LAPTOP
EVT_001629,US_163,SSN_US_163_01,purchase,9,,8306,2026-04-08T18:21:55Z,checkout_success,LAPTOP
EVT_001630,US_163,SSN_US_163_02,search,,laptop hp dưới 10tr,,2026-04-08T18:23:05Z,products_list,LAPTOP
EVT_001631,US_164,SSN_US_164_01,search,,laptop ryzen ai dưới 10tr,,2026-04-11T11:11:00Z,products_list,LAPTOP
EVT_001632,US_164,SSN_US_164_02,purchase,10,,6148,2026-04-11T11:11:56Z,checkout_success,LAPTOP
EVT_001633,US_164,SSN_US_164_03,view,11,,32979,2026-04-11T11:14:33Z,product_detail,LAPTOP
EVT_001634,US_164,SSN_US_164_01,paginate,,,1209,2026-04-11T11:18:11Z,products_list,LAPTOP
EVT_001635,US_164,SSN_US_164_02,filter,,filter: ram>=8,,2026-04-11T11:21:25Z,products_list,LAPTOP
EVT_001636,US_164,SSN_US_164_03,add_to_cart,4,,6049,2026-04-11T11:25:00Z,cart,LAPTOP
EVT_001637,US_164,SSN_US_164_01,chat,14,Card đồ hoạ này chơi game mức nào?,,2026-04-11T11:27:00Z,chat_widget,LAPTOP
EVT_001638,US_164,SSN_US_164_02,sort,,sort: price_asc,,2026-04-11T11:28:00Z,products_list,LAPTOP
EVT_001639,US_164,SSN_US_164_03,remove_from_cart,12,,2025,2026-04-11T11:31:34Z,cart,LAPTOP
EVT_001640,US_164,SSN_US_164_01,checkout_start,,,2159,2026-04-11T11:33:45Z,checkout,LAPTOP
EVT_001641,US_165,SSN_US_165_01,view,7,,24486,2026-04-16T04:57:00Z,product_detail,LAPTOP
EVT_001642,US_165,SSN_US_165_02,search,,laptop ssd 1tb,,2026-04-16T05:00:06Z,products_list,LAPTOP
EVT_001643,US_165,SSN_US_165_01,checkout_start,,,5530,2026-04-16T05:00:31Z,checkout,LAPTOP
EVT_001644,US_165,SSN_US_165_02,paginate,,,1841,2026-04-16T05:04:09Z,products_list,LAPTOP
EVT_001645,US_165,SSN_US_165_01,filter,,filter: price<=15000000,,2026-04-16T05:06:20Z,products_list,LAPTOP
EVT_001646,US_165,SSN_US_165_02,sort,,sort: newest,,2026-04-16T05:08:25Z,products_list,LAPTOP
EVT_001647,US_165,SSN_US_165_01,remove_from_cart,5,,3757,2026-04-16T05:10:00Z,cart,LAPTOP
EVT_001648,US_165,SSN_US_165_02,add_to_cart,9,,6066,2026-04-16T05:11:42Z,cart,LAPTOP
EVT_001649,US_165,SSN_US_165_01,chat,5,Có phù hợp làm Photoshop/Illustrator không?,,2026-04-16T05:15:19Z,chat_widget,LAPTOP
EVT_001650,US_165,SSN_US_165_02,purchase,7,,5986,2026-04-16T05:15:34Z,checkout_success,LAPTOP
EVT_001651,US_166,SSN_US_166_01,search,,laptop ryzen ai dưới 10tr,,2026-04-20T06:36:00Z,products_list,LAPTOP
EVT_001652,US_166,SSN_US_166_02,view,2,,42973,2026-04-20T06:39:57Z,product_detail,LAPTOP
EVT_001653,US_166,SSN_US_166_03,sort,,sort: price_desc,,2026-04-20T06:42:44Z,products_list,LAPTOP
EVT_001654,US_166,SSN_US_166_01,paginate,,,3387,2026-04-20T06:44:52Z,products_list,LAPTOP
